score,app_id,content,app_score,app_title,review_id,user_name,scraped_at,user_image,review_date,app_category,app_developer,scraper_config,review_date_raw,thumbs_up_count,app_reviews_count,review_created_version
1,com.supercell.clashofclans,"Kenapa Weh semenjak update banyak bug, masa 4 akun supercell id gw gak bisa login malah ilang di list, kode verifikasi juga gak muncul"". gimana nih developer.",4.0795274,Clash of Clans,732bc40e-1b1a-4ee4-a521-e0e41a86055b,ANDER_99,2025-10-21T15:07:10.087482,https://play-lh.googleusercontent.com/a-/ALV-UjXncGlubVJxAnVkgfCBavRtYn2nHIw8D8JvTRQ9K1TofQR6LDMd,2025-10-20T14:50:59,Strategi,Supercell,[object Object],2025-10-20 14:50:59,4,3932873,17.477.9
3,com.supercell.clashofclans,"kepada SUPERCELL. Mohon perbaiki masalah dibagian koneksi, KLIEN DAN SERVER TIDAK SINGKRON. setelah update besar koneksi semakin parah, saat push rank atau CWL selalu server sering terputus padahal koneksi setabil. Sangat disayangkan dan kecewa. Saya sudah 12 thn masih setia dan bertahan di COC. bug ini mohon cepat di fixs. thank you.",4.0795274,Clash of Clans,d58c9c52-603a-4e93-8bba-f628d1b56bbd,Jajanan Murah,2025-10-21T15:07:10.087485,https://play-lh.googleusercontent.com/a-/ALV-UjU1uVchTY62N5RCbSNr_MLEa1CJ3G_uPh9RKia3ocC3yiUpu0CQ,2025-10-12T23:15:16,Strategi,Supercell,[object Object],2025-10-12 23:15:16,150,3932873,17.477.0
2,com.supercell.clashofclans,"Sebelum Update Dibulan Oktober 2025 ini Sinyal Lancar aja tidak ada Buffering, tapi Setelah Update Sinyal Sering Hilang Padahal pakai Wifi, hanya coc yang bermasalah dengan sinyal untuk aplikasi lain tidak ada masalah dengan jaringan. Tolong Perbaiki Supercell",4.0795274,Clash of Clans,e9bead9b-a551-470e-9e11-bfbd9c99e467,IDN Salim,2025-10-21T15:07:10.087506,https://play-lh.googleusercontent.com/a-/ALV-UjXx10P1YaUcrcrQY7bBnRIkd_n5CC9fncMabT1R17248n1wR9n4,2025-10-09T19:09:19,Strategi,Supercell,[object Object],2025-10-09 19:09:19,6,3932873,17.477.0
1,com.supercell.clashofclans,"Coc udah ga sesimple dulu, sistem trofi bikin player bebas mau naikin/turunin trofi biar lootingnya cepet dan dapetnya banyak. di sistem yang baru pake mode ranked dan ga ada trofi lagi, sangat lama buat dapet yang cocok dan hasilnya juga sedikit. ga semua game harus pake mode ranked apalagi ini game 2,5D lebih kaya game papan strategi bukan fps atau moba. ada player yang sengaja maen coc biar bisa main game yang ga ngabisin banyak waktu, uninstall sampai balik lagi sistem trofi.",4.0795274,Clash of Clans,4aa93d28-6697-48d1-9a36-46b8bd0cdc91,Farhan Ramadhan,2025-10-21T15:07:10.087514,https://play-lh.googleusercontent.com/a-/ALV-UjV2iqzICsjBwJGaSnxU0fRqqh-zWMbym_WXHp901JZI_qtUo-I,2025-10-10T08:58:44,Strategi,Supercell,[object Object],2025-10-10 08:58:44,5,3932873,17.477.0
1,com.supercell.clashofclans,"tidak bisa login,padahal sudah di coba kesekian kalinya.balai kota sudah mau level 10,sudah coba unistal-instal lagi tapi tetap tidak bisa login. tolong dong di benahin....! dr th1 ke th9 aja udaj makan wktu bermingu minggu masak gini amatttt. .. .",4.0795274,Clash of Clans,64e0db17-3634-4ca1-8311-1bee2a7ac433,Noval,2025-10-21T15:07:10.087518,https://play-lh.googleusercontent.com/a/ACg8ocIWhWg8A-f6aeGO2CpQLZsil28lnM_oGe477tCK2-MJ6RDlOg=mo,2025-10-08T15:08:01,Strategi,Supercell,[object Object],2025-10-08 15:08:01,3,3932873,17.477.0
1,com.supercell.clashofclans,"habis update apalah sinyalnya jadi berat, loading trs pas war lagi kocak2, pas lagi edit base juga, sebelum update aja masalah sinyal g ada, pdhl make wifi bagus trs aku ganti ke data biasa juga tetep ga bisa dataku juga masih banyak pdhl lancar, TOLONG PERBAIKI MSALAH SINYALNYA",4.0795274,Clash of Clans,e3863faf-3ed7-44a3-834a-cb8acfa71ca9,Villas Agris,2025-10-21T15:07:10.087521,https://play-lh.googleusercontent.com/a/ACg8ocKPU5hiABOafmJMiUH0CLQoTTZpZY-xuyatuv2reTRZc6DZ9A=mo,2025-10-09T01:39:21,Strategi,Supercell,[object Object],2025-10-09 01:39:21,1,3932873,17.477.0
1,com.supercell.clashofclans,"ini kenapa ya setelah update terbaru untuk permainan liga base saya banyak yang ilang bangunanya ketika di serang, padahal saya cek di base yang di pake ful bangunan, di rugiin banget sih di liga, saya menyerang dengan kesulitan 100%, sedangkan pertahanan saya di ilangin jadi 75-80%, tolong di perbaiki",4.0795274,Clash of Clans,3dc79df0-a516-4a54-8f28-86867c176074,Saiful R,2025-10-21T15:07:10.087524,https://play-lh.googleusercontent.com/a/ACg8ocJore07GsOiHv_7WOmDOwHWm_tOuXbnWrKBgn8IFfH8qLp1jw=mo,2025-10-08T04:41:10,Strategi,Supercell,[object Object],2025-10-08 04:41:10,0,3932873,17.477.0
4,com.supercell.clashofclans,"game udah oke, tapi sering terjadi bug yang menyebabkan kurang menggenakkan saat bermain, contohnya ketika sedang menyerang base/th musuh, tiba"" diskoneck yang menyebabkan kurang maksimal, tadinya yakin bisa bintang 3 atau sempurna, karena masalah diskoneck atau restart sendiri malah nggak rata, mohon tolong di perbaikan masalah bug ini, untuk kenyamanan player ☺",4.0795274,Clash of Clans,184c0493-e3a5-49dc-9642-fe9935ae6b99,Pria Senja,2025-10-21T15:07:10.087527,https://play-lh.googleusercontent.com/a/ACg8ocKYrnWRTIsSL3fZBvhdwyDwxlMX5CsML0_S6bL74JAYT0IEMQ=mo,2025-10-03T07:59:26,Strategi,Supercell,[object Object],2025-10-03 07:59:26,255,3932873,17.360.42
1,com.supercell.clashofclans,"baru main lagi setelah 3 tahun ga main. sekarang jadi makin jelek. bukan fitur atau keunikan game nya, tetapi sinyalnya. saya pakai internet yang jika di test speednya bisa sampai 60 Mbps. tetapi kenapa setiap main selalu problem jaringan, seperti ada tanda wifi di tengah layar dan tidak hanya sesekali tetapi berkali kali sampai saya muak. Sangat kecewa karena setiap kejadian jadi harus relog dan itu membosankan. tolong diperbaiki",4.0795274,Clash of Clans,17863441-aec2-4321-9baf-a4f9f9ea96e1,azis fatkhur,2025-10-21T15:07:10.087529,https://play-lh.googleusercontent.com/a-/ALV-UjVJeDiNnEcAFkXccZJCj6_Eja8gUdGaGUKLAO0U6OwaG2r7uoL0,2025-10-06T19:19:58,Strategi,Supercell,[object Object],2025-10-06 19:19:58,382,3932873,17.477.0
3,com.supercell.clashofclans,"saya cukup apresiasi kinerja Supercell dengan updatenya apa lagi ada hal yang menarik, seperti pembaruan rank. tapi juga ada hal buruk bagi orang lain, contohnya sahabat saya tidak bisa main ketika update terbaru ini. padahal sebelumnya lagi CWL jadi tidak bisa attack, Teman-teman di clan sedikit yang aktif. hadeh!!! ""makin sepi aja ini game""",4.0795274,Clash of Clans,888d2fd6-100c-4b20-b9b7-6d29c02e3ed0,99sed,2025-10-21T15:07:10.087532,https://play-lh.googleusercontent.com/a-/ALV-UjVjjKnbm1uveCqLT31bLNY3iTZcuQwB5hFiAzAnrQmPZr-aPW-X,2025-10-08T13:45:54,Strategi,Supercell,[object Object],2025-10-08 13:45:54,1,3932873,17.477.0
4,com.supercell.clashofclans,"gw engga terlalu suka sama sistem rank nya kalo dibuat seminggu cuma bisa nyerang 6 kali dong, itu terlalu sedikit dan terlalu lama nungguin nya, buat player yang suka nge-push rank itu terlalu mengganggu, seperti kehilangan tujuan bermain coc. jadi tolong diperbaiki lagi untuk sistem ranked nya itu terlalu lama, tapi untuk update an yang lainnya itu sudah bagus cuma di sistem ranked nya aja",4.0795274,Clash of Clans,9ee8680b-55bc-4a38-be3c-6d85d78f20a3,Ali Hamdan,2025-10-21T15:07:10.087535,https://play-lh.googleusercontent.com/a/ACg8ocKU5fiqV9PmG_ugFk2GaiCcMhDK4LA0Cj_3LRAh7EYXxfqwEw=mo,2025-10-08T10:00:11,Strategi,Supercell,[object Object],2025-10-08 10:00:11,8,3932873,17.477.0
4,com.supercell.clashofclans,"Masukkan untuk supercell, tolong penggunaan skill hero dibatasin untuk th dibawah 13, karena itu membuat penyerangan menjadi begitu mudah, apalagi pas war clan, mau se keras apapun base nya tetap jadi mudah karena skill2 hero yang terlalu op, itu membuat permainan menjadi bosan dan tidak seimbang, kalau bisa penggunaan skill hero dibatasin atau level nya dibatasin agar tidak terlalu op, itu saja terimakasih....",4.0795274,Clash of Clans,0e36f9f6-e381-47c1-b2ae-844e6761ef9e,FrandoTurangan,2025-10-21T15:07:10.087537,https://play-lh.googleusercontent.com/a-/ALV-UjX7DZl2yBVObDtpegtDmJFXvfVZOrtBkqiohX2EBdUyIJKcdeuU,2025-10-06T17:44:32,Strategi,Supercell,[object Object],2025-10-06 17:44:32,4,3932873,17.477.0
3,com.supercell.clashofclans,dari segi cara membangun dan menyerang sih sudah bagus tapi semenjak update menjadi kosmik banyak sekali bug seperti saya tidak bisa login padahal saya baru beli kuota tolong di perbaiki bug nya agar desa saya tidak diserang terus menerus karena tidak bisa login🙏,4.0795274,Clash of Clans,a0a9a465-ba85-4d9e-b700-84529f1e18e6,EL Beban,2025-10-21T15:07:10.087540,https://play-lh.googleusercontent.com/a-/ALV-UjUcP-KQkO8K7rBB_aVYLzR1e0LcOZ7g0jdLJ_uVFTtN_WRgpWK3,2025-10-09T18:17:54,Strategi,Supercell,[object Object],2025-10-09 18:17:54,0,3932873,17.477.0
2,com.supercell.clashofclans,"saya sudah menyelesaikan pertempuran tunggal dengan sempurna 270 bintang tetapi hanya di hitung 267 yang membuat pencapaian tidak didapatkan, dan setelah update ,liga legendaris saya kok tidak di perlihatkan di profil yang menjadi usaha saya telihat sia sia. tolong di perbaiki 🙏🙏🙏",4.0795274,Clash of Clans,6ecc5d36-71f9-430e-a8c7-fb3082063e9a,Esa Arfiansah,2025-10-21T15:07:10.087543,https://play-lh.googleusercontent.com/a/ACg8ocIgunzRp45hIsS8LMJBCeUiUYx_6GF4_0qtv0e2MMShabcB=mo,2025-10-07T05:42:28,Strategi,Supercell,[object Object],2025-10-07 05:42:28,12,3932873,17.477.0
1,com.supercell.clashofclans,"upgrade sistemnya kenapa pas war liga ??.. ngbuat server error dan tidak bisa membagikan bonus mendali war di liga .. apa mau korup sama bonus war liga tiap pemain terbaik ?? kan lumayan tuh klo diitung2 jumblah bonusnya .. dan seringnya bug (keluar sendiri dari apk) makin parah njir dengan mahalnya kostum yg harus dibeli ,malah ad kemungkinan korup segala njir 🤭",4.0795274,Clash of Clans,8c86ff84-a856-4764-923c-dccd93feb6fa,Faris Teolisko,2025-10-21T15:07:10.087546,https://play-lh.googleusercontent.com/a-/ALV-UjU_u6N5o4-t2FJhDpCgnuUqM3fYzs-pe3BKHv6Jpt0h3fYX2Nw,2025-10-10T09:43:49,Strategi,Supercell,[object Object],2025-10-10 09:43:49,0,3932873,17.477.0
3,com.supercell.clashofclans,Bertambah lagi level TH tp gregetnya tdk terpenuhi.....Kenapa jadi susah utk menjual item yg tdk penting..di klik layar gelap...sejak UpDate malah bikin masalah....Setelah perawatan malah sulit masuk ke gamenya....aneh memang.,4.0795274,Clash of Clans,c13ac8a4-6acc-483f-b11b-a7be934a69eb,Jay ZheQit Wijaya,2025-10-21T15:07:10.087549,https://play-lh.googleusercontent.com/a-/ALV-UjX0IeX1lyEcfVRkJY45w_AChen4O9F8rKyOmfzBxu-ON5-IrAGP,2025-10-06T23:38:09,Strategi,Supercell,[object Object],2025-10-06 23:38:09,2,3932873,17.477.0
4,com.supercell.clashofclans,"gamenga bagus, tetapi developer saat kita ingin mencari lawan tolong jangan acak, saya hanya ingin kami sendiri yang memilih pertarungan, misalnya ingin bertarung melawan siapa,dan jika ingin mengupgrade sumber daya/pertahanan, tolong jangan terlalu lama, minimal paling lama 5 jam,dantolong komen saya ini dibaca. Maafkan saya jika ada salah kata 🙏🙏 Assalamualaikum Wr. Wb. 🙏🙏",4.0795274,Clash of Clans,d351f9dc-ae45-411f-b593-ddce483028c1,Fauzan Dermawan,2025-10-21T15:07:10.087552,https://play-lh.googleusercontent.com/a-/ALV-UjW9myWUm9qP-mUP8Icmp7uARNVm-TJR1eT-JWPI6FtUdhBB17Q,2025-10-15T11:20:33,Strategi,Supercell,[object Object],2025-10-15 11:20:33,25,3932873,17.477.0
5,com.supercell.clashofclans,"Seru, asik juga, cocok banget ni buat main santai😗😗 hilangin gabut, rekomendasi banget deh, soalnya main nya sabar🗿, tapi nanti kebayar kok sama hasilnya✨️😉👍👍👍, saya juga baru dowload dan 3 hari main dari saya tulis ulasan ini. Satu lagi paling penting hemat kuota. minus nya kadang suka ada pembaruan dari latar belakang terus dan itu ukurannya lumayan, tapi di abaikan juga masih bisa main👍.",4.0795274,Clash of Clans,f6e29ef3-a46c-4948-9a9a-bcb34f25e668,Hasan alfareno 2 05,2025-10-21T15:07:10.087555,https://play-lh.googleusercontent.com/a-/ALV-UjXj1RCSjWQbaqaauSHBYuCEPJxCsg2xVzq_EsqMt0sZkQmQSVA,2025-10-06T17:53:22,Strategi,Supercell,[object Object],2025-10-06 17:53:22,6,3932873,17.360.36
1,com.supercell.clashofclans,"sesudah up date versi baru saya tidak bisa login/masuk game padahal aku pengguna android versi 8.1.0 kecewa dengan hasil update baru ini😏 saya turunkan bintangnya, padahal sudah berjuang di game ini bertahun² menghabiskan waktu bersenang² malah, setelah update versi baru Oktober kecewa karena gak bisa masuk game",4.0795274,Clash of Clans,6ec30d38-b268-4a35-af36-1c40de51f95e,Yasan Harefa,2025-10-21T15:07:10.087558,https://play-lh.googleusercontent.com/a-/ALV-UjV2_R8E3hOxCagVqGpRvLmW6cv7xoyN1DSVPJr9prPSz9JcAsk,2025-10-07T17:31:58,Strategi,Supercell,[object Object],2025-10-07 17:31:58,2,3932873,17.477.0
1,com.supercell.clashofclans,"sekarang setelah diupdate jaringan selalu putus,padahal jaringan kuat,tp di permainan tertulis gak setabil,, masak lagi asyik main ditengah permainan jaringan putus!!! ,tapi lihat hasil rekaman video lawan jaringan normal. sepertinya game coc ini sengaja di buat error sebelah. Mohon diperbaiki lagi atau dikembalikan seperti dulu di tahun 2015. mohon developer segera dipertimbangkan.",4.0795274,Clash of Clans,0629c7ae-419d-4cb3-b5d1-d215b8442945,Eko Susanto,2025-10-21T15:07:10.087560,https://play-lh.googleusercontent.com/a/ACg8ocLothM21w32oqZWln4q_kydUIZwbCGwmDPN4y1hE-odSA03lQ=mo,2025-10-07T15:53:02,Strategi,Supercell,[object Object],2025-10-07 15:53:02,3,3932873,17.477.0
2,com.supercell.clashofclans,"makin ke sini makin tambah patah patah kecuali pakek wifi, kalau data sekali nyerang malah tambah gak karuan pesannya tetap jadi game legend jgn makin ngikutin yang lain, penyimpanan makin besar, jaringan harus benar-benar bagus, kalau gak gitu jelek dah",4.0795274,Clash of Clans,a38a613f-330b-498a-ade1-c9b16b57f666,Kacong Jetis,2025-10-21T15:07:10.087563,https://play-lh.googleusercontent.com/a-/ALV-UjUfJO5V3CcnUlLcURneO3pE9VyWxfnOC7jx-o9N6Dywtb_5bX4,2025-10-10T21:51:03,Strategi,Supercell,[object Object],2025-10-10 21:51:03,2,3932873,17.477.0
4,com.supercell.clashofclans,"saya menemukan bug dimana saat saya berpindah akun untuk mengisi clan castle di akun yang kedua. dimana jika kita request pasukan, saat jaringan sedang agak delay di akun pertama, lalu berpindah ke akun yg lain. itu tidak muncul request an nya tetapi, timer request nya tetap berjalan. mohon untuk segera di perbaiki agar lebih nyaman ke depan nya.🙏",4.0795274,Clash of Clans,d6ea7e5d-2bab-479e-b504-9509a03bf2f8,Idan Septiana,2025-10-21T15:07:10.087565,https://play-lh.googleusercontent.com/a-/ALV-UjXclFy9bDdwMCcc5I6xSZd5jCLMnEeig06ZnZdC749LK69kH8c,2025-10-18T12:14:01,Strategi,Supercell,[object Object],2025-10-18 12:14:01,69,3932873,17.477.9
5,com.supercell.clashofclans,"Saya punya saran, lebih baik jikalau ditambahin fitur ""power"" biar pemain lebih semangat untuk upgrade bangunan, terutama bangunan seperti trap yang jarang diupgrade. Power ini dapat menambah tujuan pemain, kalo bisa tambahkan juga milestone(pencapaian) power, hadiahnya bisa berupa gems dan barang sihir, juga sumber powernya dibagi menjadi 4 macam yaitu : 1. Bangunan(defense,sumber daya,trap), 2. Riset(troops,pet,siege), 3. Hero, 4. -ear Hero. Ini pendapat saya, semoga dibaca dan dapat membantu.",4.0795274,Clash of Clans,0c51a189-b64b-4473-beb9-5693886940ba,Wesly Partogi Simanjuntak,2025-10-21T15:07:10.087574,https://play-lh.googleusercontent.com/a/ACg8ocIetse9meawDAWy9sHGFKmtZb-5IEy-03_E_NCWAvf1BxTbEA=mo,2025-10-04T19:16:43,Strategi,Supercell,[object Object],2025-10-04 19:16:43,984,3932873,17.360.42
5,com.supercell.clashofclans,"di tempat Medali penyerbuan di kasik pembelian ramuan hewan dan ramuan super boz, supaya update dn menyerangnya lebih mudah...end gokil bos update gamenya yg skrg, masukan lgi nih, klau bisa jgn dibatasi waktu main cocnya jdi bisa full main 1 hari, soalnya saya pribadi sering diperingatkan sma COC klw dlm 1 hari mainnya sudh sampai 4 jam artinya disruh istirahat dlu(main besoklagi) jdi peringatan itu yg sangat mengganggu. seru-serunya main dikasi peringatan sudah 4jam main dlm 1hri.",4.0795274,Clash of Clans,00a71550-3d7a-4436-99c3-9851503adb89,Zuhri yanto,2025-10-21T15:07:10.087577,https://play-lh.googleusercontent.com/a-/ALV-UjUgHGnGxfZPmd3-XMOrpv3RDv9zsEzT1KW_P9K2VpHHwXU9xcI,2025-10-15T19:15:30,Strategi,Supercell,[object Object],2025-10-15 19:15:30,0,3932873,17.477.9
1,com.supercell.clashofclans,Format pembagian hadiah liga CWL diakhir acara tidak bisa dibagi karena tidak bisa memilih atau ceklis pemain yg dpt bonus karena layar besar ke atas lebih dari layar HP yg sudah memuat versi android 15. mohon perbaikan nya sebelum tenggat kadaluarsa hadiah berakhir. tks,4.0795274,Clash of Clans,2341f84f-0cb7-47ba-a52d-d06b89839c54,Juliwan Situmorang,2025-10-21T15:07:10.087580,https://play-lh.googleusercontent.com/a-/ALV-UjX_cRaeJp8_AR7SQCaL-Vl3JH0FTl3xZSSuTKJzlCCsSLycwN3t,2025-10-11T13:51:29,Strategi,Supercell,[object Object],2025-10-11 13:51:29,4,3932873,17.477.0
4,com.supercell.clashofclans,"mantap sih, sebagai player old saya agak sedikit suka sama perubahan yg sekarang, nga kayak dulu main nya harus sabar 😂. minus nya sekarang kalo mau atk balik desa yg serang desa kita, biasa nya dah keduluan ama player random, jadinya kita sebagai defender nga bisa atk desa orang yg serang desa kita. dan satu lagi, tolong turunkan harga temboknya, turunkan harganya! 😡 ( lu ngasih harga nga ngotak )",4.0795274,Clash of Clans,ceed3871-f59d-4319-ae07-f7f82f5385f3,Aris Winandar,2025-10-21T15:07:10.087582,https://play-lh.googleusercontent.com/a-/ALV-UjVg-z23NfOhGXEt617ZJg78toG35PksU2N5X8u6yvxO-R4bXbw,2025-10-05T23:58:11,Strategi,Supercell,[object Object],2025-10-05 23:58:11,82,3932873,17.360.42
1,com.supercell.clashofclans,kenapa ngebug ngebagiin bonus war liga gk bisa.. ni udah pengin war lagi anggota lain sudah pengin main war dasar saya dulu main tahun 2014 tahun 2017 berhenti karena alasan tertentu.. sekarang tahun 2025 download lagi baru sebulan.. kena bug dasar game ini makin kesini makin jelek.. saya saranin buat temen yg lain jangan download lagi game coc.. males mau mainin lagi.. dalam 24 jam lgi masih ngebug mau saya hapus dr ho saya.. gk mau mainin lagi klo dulu gk pernah gini.. saya sudah 2 hari ngebug,4.0795274,Clash of Clans,c5241706-8918-467a-b372-5c850ee89f8b,Estu Priyohartono,2025-10-21T15:07:10.087585,https://play-lh.googleusercontent.com/a-/ALV-UjVdE_aDgPT9h3ztuDrfdwngQ7WBukZMO3wAP33IhQMPXEwvE0PV,2025-10-11T23:24:59,Strategi,Supercell,[object Object],2025-10-11 23:24:59,1,3932873,17.477.0
1,com.supercell.clashofclans,"sudah lama aku pensiun main game ini setelah obrolan globalnya di hilangin dan fitur²lainnya,gak seru lagi main nya..tolong kembalikan obrolan globalnya.biar rame lagi yang main,jadi game ampas jadinya,ini game onlean tapi fitu² untuk obrolanya gak ada,dan untuk mengirim pesan juga gak ada,mendingan jadiin aja geme offlain..",4.0795274,Clash of Clans,a46c43a9-18b6-4a6b-bea9-3c0b72bea187,Rido Saputra,2025-10-21T15:07:10.087588,https://play-lh.googleusercontent.com/a-/ALV-UjUJvjf9jJ5schrifNUywA3O87IYymLqmMx5yrtX8UZRbdxrfA,2025-10-06T22:59:58,Strategi,Supercell,[object Object],2025-10-06 22:59:58,21,3932873,17.477.0
4,com.supercell.clashofclans,"bisa gak sih kalau sinyal ilang bentar itu, jangan sampai ""coba lagi"". kalaupun gak bisa cobalah jika masuk langsung kembali war bukan malah warnya ditinggalin. biar pemainnya itu bisa melanjutkan warnya. kalau sinyal ilang dikit aja langsung "" coba lagi"" kasian yang daerah terbatas sinyal. SUPERCELL tolonglah perbaiki. ini game udah lama lo masak masalah ini, gini terus? gak ada perbaikan?",4.0795274,Clash of Clans,4cbae06b-b6c1-4cf6-b853-482f8287b982,Apek Arafiq,2025-10-21T15:07:10.087591,https://play-lh.googleusercontent.com/a/ACg8ocKqLgSDbuevr0Qal3cRq2Q-lSZpmET3eqbQ641SqOFsujFyLVc=mo,2025-08-09T18:57:22,Strategi,Supercell,[object Object],2025-08-09 18:57:22,160,3932873,17.360.28
1,com.supercell.clashofclans,"AQ memiliki 4 id,dengan update yang menurutku tidak berguna dan semakin tidak seru dalam bermain coc,dikarenakan sistem push thropi sudah tidak lagi menggunakan mode sabar dan skil namun menjadi asal att atau mode self push menjadi buruk!",4.0795274,Clash of Clans,dcfdfec8-96cf-4313-b2fa-172db0c74580,asep nyohehe,2025-10-21T15:07:10.087594,https://play-lh.googleusercontent.com/a-/ALV-UjWjd9M6E6CbOEj7XWINBfjNwctMOUIs6Cv2x9tOSKsd0-qDmJ8,2025-10-07T23:55:46,Strategi,Supercell,[object Object],2025-10-07 23:55:46,1,3932873,17.477.0
4,com.supercell.clashofclans,"bagus sihh, grafik nya bagus sama ga ngelag, tapi bisa ga sih offline ajaa soalnya aku cuman pake wifi tetangga jadi kalo jaringannya ga bagus ga bakal bisa masuk game, jadi intinya: game ini bagus tapi cuman harus online, kalo developernya notice aku dan diubah makasih banget yaa 🙏🏻👍🏻",4.0795274,Clash of Clans,42d62828-cd0f-4046-8ae8-c4a9a3c8f24c,Evelyn Hosea,2025-10-21T15:07:10.087596,https://play-lh.googleusercontent.com/a/ACg8ocLuW6KhfeKNXrfy6o624xr8UY-zGn8TZhdoUkedlT9P7TgfGA=mo,2025-10-13T14:15:21,Strategi,Supercell,[object Object],2025-10-13 14:15:21,1,3932873,17.477.0
2,com.supercell.clashofclans,"jadi makin ngelag kalo mau nyerang, selalu aja susah bgt karna internet tidak stabil padahal wifi bagus sinyalnya, tapi ntah kenapa selalu susah kalo nyerang. apalagi kalo nyerang udara, kalo susah sinyal selalu berkurang 1 kesempatan nyerang. tolong perbaiki lagi",4.0795274,Clash of Clans,d7d62d1f-4ff3-4d61-8f36-8b2716408e90,Anindita Aurelia,2025-10-21T15:07:10.087599,https://play-lh.googleusercontent.com/a-/ALV-UjW5Tf1btjiTEr8cSr-5vcPiV2pN05N5tEldprt2mzHKfWEUOXt8,2025-10-12T11:06:33,Strategi,Supercell,[object Object],2025-10-12 11:06:33,1,3932873,17.477.0
2,com.supercell.clashofclans,"tolong utk developer, kenapa tidak bisa memberikan bonus cwl. tampilannya setengah saja. jgnkan mau berikan bonus medali, mau start war klasik aja tidak bisa. tolong pihak supercell kontrol lagi gamenya...",4.0795274,Clash of Clans,1ca34cfb-89df-43ff-bab2-dfa9ced72da3,Martinus ari Saputra,2025-10-21T15:07:10.087601,https://play-lh.googleusercontent.com/a/ACg8ocJGkyvf8sGLHQo8xOrfWwjD0dRzOuNsGJXQVqZF-ZwEdEu8KA=mo,2025-10-12T23:43:48,Strategi,Supercell,[object Object],2025-10-12 23:43:48,0,3932873,17.477.0
1,com.supercell.clashofclans,"Setelah update gk bisa login akhirnya uninstall, dr 7 akun jd lupa 1 emailnya alhasil smpe skrg blm bisa balik semuanya update ulasan nih y setelah pembaruan kemarin ketika liga berakhir tidak bisa memberikan bonus kepada pemain",4.0795274,Clash of Clans,e8e5c811-fa84-43a7-b882-7a4df4140d6c,Zeno Sama,2025-10-21T15:07:10.087604,https://play-lh.googleusercontent.com/a/ACg8ocJvWoxoTekv_ljupb56AZGsGNFcLmHpWPwOjx2ANluv3hQq8A=mo,2025-10-10T19:39:44,Strategi,Supercell,[object Object],2025-10-10 19:39:44,1,3932873,17.477.0
4,com.supercell.clashofclans,"nih game agak curang sih menurut saya, masa Builder Hall saya yang level 7 selalu lawan Builder Hall level 8 keatas sih, jujur saya agak kesusahan lawannya, tapi ada beberapa kasus entah gimana hasilnya bisa seri atau bahkan menang (banyak kalahnya tapi). Minta tolong developer untuk di benerin bagian yg saya keluhkan ini, overall saya suka game ini kok.",4.0795274,Clash of Clans,da10c9fc-afc8-4290-b17b-6573778e6133,Ravael Vernando,2025-10-21T15:07:10.087607,https://play-lh.googleusercontent.com/a/ACg8ocIhtHKrsz2C_4b3mvEEcjIKOkwZdCUPsEREVhAvzf961DxQ=mo,2025-08-10T12:00:37,Strategi,Supercell,[object Object],2025-08-10 12:00:37,74,3932873,17.360.28
2,com.supercell.clashofclans,"pertimbangkan saat hero di upgrade mode ranked/turnamen bisa di bawa.. klo gk bisa otomatis serangan gk rata.. apa yg terjadi ya ngstuck di situ2 aja,boring kita nyari bonus mineralnya ke jauhan ke lamaan di tier bawah apa lagi akun th 12 saya wah ketar ketir nyari mineral",4.0795274,Clash of Clans,4ec0ee87-6701-489f-8f53-76ae35840e40,ilman uzy,2025-10-21T15:07:10.087609,https://play-lh.googleusercontent.com/a/ACg8ocIq6lUKVRdEA9x6wmnAjsHamX-GOH-xKMQ_9bvK_3wtQPt6sA=mo,2025-10-16T07:38:58,Strategi,Supercell,[object Object],2025-10-16 07:38:58,0,3932873,17.477.9
5,com.supercell.clashofclans,"Game nya bagus. Sedikit saran tambahin hadiah baru kek ke gold pass yg versi gratis, samain harga di setiap akun karna harga tiap akun beda² kadang murah kadang lebih mahal. Aku ada 1 ide buat jebakan baru namanya freeze, jebakan ini bisa membekukan pasukan/pahlawan. tambahin lah jebakan tornado biar ada 2. Terimakasih",4.0795274,Clash of Clans,6e4a8f43-a302-462b-8a53-0f5c82a1fec4,Big,2025-10-21T15:07:10.087612,https://play-lh.googleusercontent.com/a-/ALV-UjV88yY_kk0wen-GDPNx_0tdBFTJ7g3C4CtiOue5aanb_45S0XY,2025-09-02T11:52:04,Strategi,Supercell,[object Object],2025-09-02 11:52:04,98,3932873,17.360.28
